Last Model Estimation Results                                                   
Variable,Coeff.  ,Std.Err.,t-ratio ,P-value ,LowerCIL,UpperCIL
WETLAND ,  -1.72977    ,   .175289    ,  -9.86815    ,   .000000    ,  -2.07333    ,  -1.38621    
PAY     ,   .665090E-02,   .384226E-03,   17.3099    ,   .000000    ,   .589783E-02,   .740397E-02
COVERCRO,  -.383180    ,   .127635    ,  -3.00216    ,   .268071E-02,  -.633340    ,  -.133020    
NM      ,  -.340030    ,   .111479    ,  -3.05016    ,   .228716E-02,  -.558525    ,  -.121535    
ASC     ,  -1.63085    ,   .363550    ,  -4.48589    ,   .726087E-05,  -2.34339    ,  -.918302    
DEMS18  ,   .722467    ,   .103128    ,   7.00550    ,   .000000    ,   .520339    ,   .924595    
COSTTAX ,  -.121873E-02,   .457018E-03,  -2.66671    ,   .765972E-02,  -.211447E-02,  -.322996E-03
INCFARM1,   1.10883    ,   .281404    ,   3.94035    ,   .813623E-04,   .557290    ,   1.66037    
INCFARM2,   1.01851    ,   .285858    ,   3.56300    ,   .366646E-03,   .458239    ,   1.57878    
INCFARM4,   .791671    ,   .285857    ,   2.76946    ,   .561485E-02,   .231401    ,   1.35194    
INCFARM5,   .826467    ,   .294389    ,   2.80740    ,   .499428E-02,   .249476    ,   1.40346    
INCFARM6,   2.94917    ,   .460064    ,   6.41035    ,   .000000    ,   2.04746    ,   3.85088    
FARMSI2 ,   .779353    ,   .180219    ,   4.32448    ,   .152890E-04,   .426131    ,   1.13258    
FARMSI3 ,   .121697    ,   .191722    ,   .634759    ,   .525585    ,  -.254071    ,   .497466    
FARMSI4 ,   .604586    ,   .139348    ,   4.33867    ,   .143350E-04,   .331469    ,   .877704    
FSCAWARE,   .394104    ,   .173401    ,   2.27278    ,   .230392E-01,   .542434E-01,   .733964    
FSCPAST ,   .557451    ,   .161562    ,   3.45039    ,   .559777E-03,   .240796    ,   .874105    
FSCAPP  ,   1.34796    ,   .273272    ,   4.93266    ,   .811162E-06,   .812356    ,   1.88356    
FSCRESP ,   .629088    ,   .359507    ,   1.74986    ,   .801421E-01,  -.755331E-01,   1.33371    
WETL:LAK,   .000000    ,   .000000    ,   .100000E+11,   .801421E-01,   .000000    ,   .000000    
WETL:INC,   .000000    ,   .000000    ,   .100000E+11,   .801421E-01,   .000000    ,   .000000    
PAY :LAK,   .000000    ,   .000000    ,   .100000E+11,   .801421E-01,   .000000    ,   .000000    
PAY :INC,   .000000    ,   .000000    ,   .100000E+11,   .801421E-01,   .000000    ,   .000000    
COVE:LAK,   .693934E-01,   .221181E-01,   3.13740    ,   .170451E-02,   .260427E-01,   .112744    
COVE:INC,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :LAK,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :INC,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
QsWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
QsPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
QsCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
QsNM    ,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
sdWETLAN,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
sdPAY   ,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
sdCOVERC,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
sdNM    ,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
PAY :WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
COVE:WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
COVE:PAY,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :WET,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :PAY,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
NM  :COV,   .000000    ,   .000000    ,   .100000E+11,   .170451E-02,   .000000    ,   .000000    
                                                                                
