,original,weight,Subbasin
721,23668.3,1.0,404
722,22353.5,1.0,405
723,17091.1,1.0,406
724,6932.4,0.20736318169853313,407
725,26498.8,0.7926368183014669,407
726,1079.06,0.04000889861144584,408
727,5857.44,0.21717951094714594,408
728,7002.2,0.2596244044418902,408
729,13031.8,0.483187185999518,408
730,7069.98,0.3549885318797675,409
731,12846.1,0.6450114681202325,409
732,1732.28,0.06234322242208177,410
733,26053.9,0.9376567775779183,410
734,8784.94,1.0,411
735,20426.8,1.0,412
736,11274.9,1.0,413
737,3079.91,0.2513570002113746,414
738,9173.22,0.7486429997886255,414
739,5298.28,0.49489439448228445,415
740,5407.6,0.5051056055177154,415
741,349.782,0.026722881831416846,416
742,3587.59,0.2740871274953336,416
743,9151.86,0.6991899906732496,416
744,578.6569999999998,0.05639944417029394,417
745,9681.32,0.9436005558297061,417
746,777.355,0.03012005127757056,418
747,25031.2,0.9698799487224294,418
748,702.428,0.056377679438249,419
749,11756.9,0.943622320561751,419
750,8985.79,0.2707183785198957,420
751,24206.6,0.7292816214801043,420
752,11699.4,1.0,421
753,6999.96,0.38043550331361214,422
754,11399.9,0.6195644966863878,422
755,9.1321,0.0003263966804034011,423
756,10975.9,0.392297207043253,423
757,16993.5,0.6073763962763435,423
758,12054.0,1.0,424
759,16881.3,1.0,425
760,8317.63,0.25086145094125484,426
761,8428.04,0.25419143950752005,426
762,16410.6,0.4949471095512252,426
763,15492.7,0.4837372100502387,427
764,16534.4,0.5162627899497613,427
765,12390.5,0.3725244957292196,428
766,20870.4,0.6274755042707805,428
767,4154.42,0.2678798492699497,429
768,11354.1,0.7321201507300503,429
769,14073.2,1.0,430
770,2326.04,0.06687339755292424,431
771,32456.7,0.9331266024470758,431
772,509.93300000000005,0.0488674065525236,432
773,9925.1,0.9511325934474764,432
774,704.8380000000002,0.023164895585458548,433
775,2791.65,0.09174914059847133,433
776,26930.5,0.8850859638160701,433
777,719.502,0.02655743317788204,434
778,26372.8,0.9734425668221179,434
779,951.359,0.060726622737438465,435
780,14714.9,0.9392733772625615,435
781,960.937,0.048020110001745525,436
782,19050.2,0.9519798899982544,436
783,4187.25,0.1662550574333848,437
784,4675.95,0.18565892550137578,437
785,16322.5,0.6480860170652394,437
786,5726.16,0.21468130127875396,438
787,8293.58,0.3109372680224528,438
788,12653.1,0.47438143069879324,438
789,20977.9,1.0,439
790,21971.2,1.0,440
791,13331.8,1.0,441
792,15274.1,1.0,442
793,8257.35,0.34864161355494244,443
794,15427.0,0.6513583864450576,443
795,1159.77,0.07954270335592747,444
796,13420.7,0.9204572966440725,444
797,172.648,0.014900213585147704,445
798,11414.3,0.9850997864148524,445
799,13365.1,1.0,446
800,22639.5,1.0,447
801,1669.67,0.08043396679973815,448
802,19088.6,0.919566033200262,448
803,1373.51,0.08350919688875026,449
804,15073.9,0.9164908031112498,449
805,93.3148,0.0035481971880012174,450
806,26205.9,0.9964518028119987,450
807,5849.88,0.33672094988338275,451
808,11523.2,0.6632790501166171,451
809,23644.5,1.0,452
810,13624.2,1.0,453
811,427.763,0.027605871511367622,454
812,15067.6,0.9723941284886323,454
813,1393.68,0.054820125887098115,455
814,24029.1,0.9451798741129018,455
815,302.016,0.013499239434141865,456
816,22070.8,0.9865007605658581,456
817,971.196,0.0775125890636246,457
818,1799.74,0.14363991103893317,457
819,9758.59,0.7788474998974423,457
820,14314.8,1.0,458
821,27621.9,1.0,459
822,35228.7,1.0,460
823,10469.6,1.0,461
824,296.272,0.008509999778253773,462
825,34518.3,0.9914900002217463,462
826,15358.5,1.0,463
827,11427.1,1.0,464
