-0.00325046,-2.53E-08,-0.00279097,0.00113526,-0.0725611,0.000144521,1.64E-06,0.0696132,7.30E-02,0.0717567,0.0893198,0.0733938,0.00295883,-7.90E-06,0.0103292,0.00439549,-0.000349848,0.0111178,-0.0109298,-2.92E-07,0.000131274
-0.00559487,1.31E-05,-0.00376498,-0.00459115,-0.0710798,0.000225535,-1.35E-05,0.0725616,8.38E-02,7.60E-02,0.0733938,0.200934,0.00186389,0.000649942,0.0127702,-0.00242915,0.0183739,0.0205866,-0.0122551,-1.60E-06,0.000424979
-0.00194235,1.13E-06,-0.000156329,-0.000276743,-0.00914511,-0.000586987,2.56E-06,0.0037537,5.90E-03,0.00441051,0.00295883,0.00186389,0.0229901,0.00304403,0.00759242,-0.000248484,-0.00175869,-0.00781266,0.00925959,-1.68E-06,-9.63E-05
0.000266503,-1.41E-08,-0.000306645,6.25E-05,2.42E-03,-5.82E-05,-9.41E-06,0.000505059,-2.42E-03,-0.00207944,-7.90E-06,0.000649942,0.00304403,0.0204517,0.00236039,0.00106179,0.00269477,-0.00334248,0.000689829,1.20E-07,-0.000201433
-0.00260438,1.81E-06,0.00171823,9.78E-04,-0.0166261,-0.00195146,1.61E-06,0.00733302,1.44E-02,0.0113854,0.0103292,0.0127702,0.00759242,0.00236039,0.0310884,-6.73E-06,-0.00138606,-0.00574978,0.0064166,-5.01E-07,-0.000163514
-0.00234153,1.48E-05,-0.000511556,-0.000795235,0.00242097,0.00075165,-8.95E-06,0.00474048,1.22E-03,0.00404445,0.00439549,-0.00242915,-0.000248484,0.00106179,-6.73E-06,0.029919,-0.00287167,-0.0132336,-0.0157886,-1.22E-06,-0.000177602
0.00173031,-8.22E-08,-0.00278185,-0.00158196,-0.00727288,0.00136667,7.86E-06,-0.00075947,7.02E-03,0.000432943,-0.000349848,0.0183739,-0.00175869,0.00269477,-0.00138606,-0.00287167,0.0257184,-0.00270095,0.00137385,-4.18E-07,0.000423674
0.000664095,-1.63E-05,0.000599267,0.00117799,-0.00568512,-0.00278293,-1.50E-06,0.00834182,1.10E-02,0.0112298,0.0111178,0.0205866,-0.00781266,-0.00334248,-0.00574978,-0.0132336,-0.00270095,0.0752668,-0.0103689,1.48E-06,-0.000316182
2.41E-03,-8.08E-06,-1.61E-03,-2.85E-03,8.99E-03,2.61E-03,-1.47E-05,-4.86E-03,-5.17E-03,-5.86E-03,-0.0109298,-0.0122551,0.00925959,0.000689829,0.0064166,-0.0157886,0.00137385,-0.0103689,0.13157,-9.14E-07,0.000219175
5.49E-07,-1.74E-08,2.88E-06,2.73E-07,1.05E-06,-6.33E-07,1.25E-09,-1.99E-06,-2.05E-06,-3.05E-06,-2.92E-07,-1.60E-06,-1.68E-06,1.20E-07,-5.01E-07,-1.22E-06,-4.18E-07,1.48E-06,-9.14E-07,5.20E-09,-6.63E-07
-0.000177617,2.02E-06,-0.00199822,-0.000271288,-0.000395172,0.000213812,2.73E-07,0.000494642,0.000588225,0.000620256,0.000131274,0.000424979,-9.63E-05,-0.000201433,-0.000163514,-0.000177602,0.000423674,-0.000316182,0.000219175,-6.63E-07,0.000652192
