Index,County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre,GW,Buffer,Unnamed: 0,original,weight
781,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,436,20011,960.937,1.76,1.82,781,960.937,0.048020110001745525
782,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,436,20011,19050.2,1.76,1.82,782,19050.2,0.9519798899982544
783,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,437,25186,4187.25,1.76,1.82,783,4187.25,0.1662550574333848
784,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,437,25186,4675.95,1.76,1.82,784,4675.95,0.18565892550137575
785,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,437,25186,16322.5,1.76,1.82,785,16322.5,0.6480860170652394
786,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,438,26673,5726.16,1.76,1.82,786,5726.16,0.214681301278754
787,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,438,26673,8293.58,1.76,1.82,787,8293.58,0.3109372680224528
788,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,438,26673,12653.1,1.76,1.82,788,12653.1,0.4743814306987933
789,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,439,20978,20977.9,1.76,1.82,789,20977.9,1.0
790,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,440,21971,21971.2,1.76,1.82,790,21971.2,1.0
791,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,441,13332,13331.8,1.76,1.82,791,13331.8,1.0
792,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,442,15274,15274.1,1.76,1.82,792,15274.1,1.0
793,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,443,23684,8257.35,1.76,1.82,793,8257.35,0.34864161355494244
794,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,443,23684,15427.0,1.76,1.82,794,15427.0,0.6513583864450576
795,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,444,14581,1159.77,1.76,1.82,795,1159.77,0.07954270335592747
796,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,444,14581,13420.7,1.76,1.82,796,13420.7,0.9204572966440724
797,Freeborn,Minnesota,228.5530317,43.90104446,58.79821579,8.858981006,445,11587,172.648,1.76,1.82,797,172.648,0.014900213585147704
798,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,445,11587,11414.3,1.76,1.82,798,11414.3,0.9850997864148524
799,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,446,13365,13365.1,1.76,1.82,799,13365.1,1.0
800,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,447,22639,22639.5,1.76,1.82,800,22639.5,1.0
801,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,448,20758,1669.67,1.76,1.82,801,1669.67,0.08043396679973815
802,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,448,20758,19088.6,1.76,1.82,802,19088.6,0.9195660332002621
803,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,449,16447,1373.51,1.76,1.82,803,1373.51,0.08350919688875026
804,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,449,16447,15073.9,1.76,1.82,804,15073.9,0.9164908031112498
805,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,450,26299,93.3148,1.76,1.82,805,93.3148,0.0035481971880012174
806,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,450,26299,26205.9,1.76,1.82,806,26205.9,0.9964518028119989
807,Faribault,Minnesota,233.4853054,48.75917288,63.73888813,13.769783800000004,451,17373,5849.88,1.76,1.82,807,5849.88,0.33672094988338275
808,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,451,17373,11523.2,1.76,1.82,808,11523.2,0.6632790501166171
809,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,452,23644,23644.5,1.76,1.82,809,23644.5,1.0
810,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,453,13624,13624.2,1.76,1.82,810,13624.2,1.0
811,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,454,15495,427.763,1.76,1.82,811,427.76300000000003,0.027605871511367626
812,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,454,15495,15067.6,1.76,1.82,812,15067.6,0.9723941284886324
813,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,455,25423,1393.68,1.76,1.82,813,1393.68,0.05482012588709812
814,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,455,25423,24029.1,1.76,1.82,814,24029.1,0.9451798741129018
815,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,456,22373,302.016,1.76,1.82,815,302.01599999999996,0.013499239434141865
816,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,456,22373,22070.8,1.76,1.82,816,22070.8,0.986500760565858
817,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,457,12530,971.196,1.76,1.82,817,971.196,0.0775125890636246
818,Waseca,Minnesota,250.5525746,65.88204253,80.85381573,30.87873544,457,12530,1799.74,1.76,1.82,818,1799.74,0.14363991103893314
819,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,457,12530,9758.59,1.76,1.82,819,9758.59,0.7788474998974423
820,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,458,14315,14314.8,1.76,1.82,820,14314.8,1.0
821,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,459,27622,27621.9,1.76,1.82,821,27621.9,1.0
822,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,460,35229,35228.7,1.76,1.82,822,35228.7,1.0
823,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,461,10470,10469.6,1.76,1.82,823,10469.6,1.0
824,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,462,34815,296.272,1.76,1.82,824,296.272,0.008509999778253773
825,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,462,34815,34518.3,1.76,1.82,825,34518.3,0.9914900002217464
826,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,463,15358,15358.5,1.76,1.82,826,15358.5,1.0
827,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,464,11427,11427.1,1.76,1.82,827,11427.1,1.0
828,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,465,20403,3962.76,1.76,1.82,828,3962.76,0.19421999994118647
829,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,465,20403,16440.7,1.76,1.82,829,16440.7,0.8057800000588137
830,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,466,13014,13014.4,1.76,1.82,830,13014.4,1.0
831,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,467,18540,18539.6,1.76,1.82,831,18539.6,1.0
832,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,468,24650,4367.94,1.76,1.82,832,4367.94,0.17719593320010998
833,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,468,24650,20282.4,1.76,1.82,833,20282.4,0.8228040667998899
834,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,469,19012,3371.27,1.76,1.82,834,3371.27,0.1773188859732586
835,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,469,19012,15641.2,1.76,1.82,835,15641.2,0.8226811140267414
836,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,470,10755,3216.12,1.76,1.82,836,3216.12,0.2990326431788513
837,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,470,10755,7538.96,1.76,1.82,837,7538.96,0.7009673568211487
838,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,471,19790,19790.1,1.76,1.82,838,19790.1,1.0
839,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,472,29507,557.884,1.76,1.82,839,557.884,0.018906525544502544
840,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,472,29507,28949.6,1.76,1.82,840,28949.6,0.9810934744554975
841,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,473,14285,4268.93,1.76,1.82,841,4268.93,0.2988394144079501
842,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,473,14285,10016.1,1.76,1.82,842,10016.1,0.7011605855920499
843,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,474,28845,28844.8,1.76,1.82,843,28844.8,1.0
844,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,475,26900,26899.5,1.76,1.82,844,26899.5,1.0
845,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,476,20768,197.19,1.76,1.82,845,197.19,0.009494992004445346
846,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,476,20768,20570.6,1.76,1.82,846,20570.6,0.9905050079955549
847,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,477,21782,74.3992,1.76,1.82,847,74.3992,0.0034156747513986413
848,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,477,21782,21707.3,1.76,1.82,848,21707.3,0.9965843252486014
849,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,478,20645,3887.25,1.76,1.82,849,3887.25,0.1882923318071995
850,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,478,20645,4186.61,1.76,1.82,850,4186.61,0.2027928636612874
851,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,478,20645,12570.9,1.76,1.82,851,12570.9,0.6089148045315131
852,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,479,19402,4001.75,1.76,1.82,852,4001.75,0.20625365940146625
853,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,479,19402,5874.53,1.76,1.82,853,5874.53,0.3027783619075893
854,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,479,19402,9525.8,1.76,1.82,854,9525.8,0.4909679786909445
855,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,480,38835,2219.8,1.76,1.82,855,2219.8,0.05716007292428441
856,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,480,38835,16073.7,1.76,1.82,856,16073.7,0.4138993892076179
857,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,480,38835,20541.3,1.76,1.82,857,20541.3,0.5289405378680976
858,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,481,11032,1655.49,1.76,1.82,858,1655.49,0.1500649938088185
859,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,481,11032,9376.33,1.76,1.82,859,9376.33,0.8499350061911816
860,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,482,20859,353.3180000000001,1.76,1.82,860,353.31800000000015,0.016938381279502233
861,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,482,20859,20505.7,1.76,1.82,861,20505.7,0.9830616187204978
862,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,483,13664,2715.66,1.76,1.82,862,2715.66,0.19874328169459374
863,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,483,13664,10948.5,1.76,1.82,863,10948.5,0.8012567183054062
864,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,484,8290,860.0160000000002,1.76,1.82,864,860.0160000000003,0.10374217605540023
865,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,484,8290,7429.92,1.76,1.82,865,7429.92,0.8962578239445999
866,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,485,13304,13303.6,1.76,1.82,866,13303.6,1.0
867,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,486,10951,10951.1,1.76,1.82,867,10951.1,1.0
868,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,487,17803,17803.1,1.76,1.82,868,17803.1,1.0
869,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,488,19545,0.977839,1.76,1.82,869,0.9778389999999999,5.002942439881067e-05
870,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,488,19545,19544.3,1.76,1.82,870,19544.3,0.9999499705756012
871,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,489,28458,25.6112,1.76,1.82,871,25.6112,0.0008999686174809107
872,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,489,28458,4279.47,1.76,1.82,872,4279.47,0.15037908022470767
873,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,489,28458,24152.8,1.76,1.82,873,24152.8,0.8487209511578114
874,McLeod,Minnesota,246.4654281,61.74713187,76.74532655,26.83755684,490,12391,48.7485,1.76,1.82,874,48.7485,0.003934043707642412
875,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,490,12391,12342.7,1.76,1.82,875,12342.7,0.9960659562923576
876,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,491,25361,8784.7,1.76,1.82,876,8784.7,0.3463820860918013
877,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,491,25361,16576.6,1.76,1.82,877,16576.6,0.6536179139081987
878,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,492,19209,116.35,1.76,1.82,878,116.35,0.006057103887010414
879,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,492,19209,19092.5,1.76,1.82,879,19092.5,0.9939428961129896
880,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,493,22643,4758.39,1.76,1.82,880,4758.39,0.21015312361847133
881,Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,493,22643,17884.1,1.76,1.82,881,17884.1,0.7898468763815287
882,Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,494,37489,8023.85,1.76,1.82,882,8023.85,0.21402954697921686
883,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,494,37489,14719.5,1.76,1.82,883,14719.5,0.3926304600360902
884,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,494,37489,14746.1,1.76,1.82,884,14746.1,0.3933399929846931
885,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,495,14735,3753.93,1.76,1.82,885,3753.93,0.2547553753097127
886,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,495,14735,10981.5,1.76,1.82,886,10981.5,0.7452446246902873
887,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,496,28079,7429.57,1.76,1.82,887,7429.57,0.2645955318161599
888,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,496,28079,20649.4,1.76,1.82,888,20649.4,0.7354044681838401
889,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,497,13439,13439.0,1.76,1.82,889,13439.0,1.0
890,Rice,Minnesota,279.3739798,94.64681523,109.6881903,59.76007894,498,27901,8041.33,1.76,1.82,890,8041.33,0.2882059744105389
891,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,498,27901,19860.0,1.76,1.82,891,19860.0,0.7117940255894611
892,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,499,31094,31093.5,1.76,1.82,892,31093.5,1.0
893,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,500,29418,14079.4,1.76,1.82,893,14079.4,0.478604644838464
894,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,500,29418,15338.2,1.76,1.82,894,15338.2,0.521395355161536
895,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,501,26655,932.273,1.76,1.82,895,932.273,0.03497604711049453
896,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,501,26655,5650.34,1.76,1.82,896,5650.34,0.21198356922308345
897,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,501,26655,20072.0,1.76,1.82,897,20072.0,0.7530403836664221
898,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,502,20240,20239.6,1.76,1.82,898,20239.6,1.0
899,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,503,10763,121.453,1.76,1.82,899,121.45299999999999,0.011284461471321778
900,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,503,10763,10641.4,1.76,1.82,900,10641.4,0.9887155385286782
901,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,504,9892,9891.93,1.76,1.82,901,9891.93,1.0
902,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,505,12209,12208.6,1.76,1.82,902,12208.6,1.0
903,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,506,10276,82.40299999999998,1.76,1.82,903,82.40299999999998,0.008019129989159969
904,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,506,10276,10193.4,1.76,1.82,904,10193.4,0.99198087001084
905,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,507,32966,1250.86,1.76,1.82,905,1250.86,0.037943873183510564
906,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,507,32966,15261.1,1.76,1.82,906,15261.1,0.4629336960498161
907,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,507,32966,16454.1,1.76,1.82,907,16454.1,0.4991224307666733
908,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,508,8393,254.752,1.76,1.82,908,254.752,0.030352725087369886
909,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,508,8393,3882.65,1.76,1.82,909,3882.65,0.4626028767604442
910,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,508,8393,4255.65,1.76,1.82,910,4255.65,0.5070443981521858
911,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,509,20607,173.21,1.76,1.82,911,173.21,0.008405583858328472
912,Carver,Minnesota,308.5818775,123.8209267,138.9053074,89.1430145,509,20607,1287.63,1.76,1.82,912,1287.63,0.06248647274117829
913,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,509,20607,19145.7,1.76,1.82,913,19145.7,0.9291079434004932
914,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,510,29867,29866.7,1.76,1.82,914,29866.7,1.0
915,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,511,10775,1652.67,1.76,1.82,915,1652.67,0.15337904997368929
916,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,511,10775,9122.4,1.76,1.82,916,9122.4,0.8466209500263108
917,Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,512,30259,4116.1,1.76,1.82,917,4116.1,0.13602715189329598
918,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,512,30259,26143.3,1.76,1.82,918,26143.3,0.8639728481067039
919,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,513,31580,22.8168,1.76,1.82,919,22.8168,0.0007225135194287812
920,Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,513,31580,34.0383,1.76,1.82,920,34.0383,0.0010778519305236788
921,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,513,31580,31522.9,1.76,1.82,921,31522.9,0.9981996345500476
922,Scott,Minnesota,284.72616989999995,99.79503782,115.01808090000002,65.11961047,514,19746,905.368,1.76,1.82,922,905.368,0.045850847906035164
923,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,514,19746,1044.07,1.76,1.82,923,1044.07,0.05287517868231936
924,Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,514,19746,17796.5,1.76,1.82,924,17796.5,0.9012739734116454
925,Hennepin,Minnesota,316.0608639,130.9146465,146.4298378,96.4046469,515,40812,12290.4,1.76,1.82,925,12290.4,0.30115041103610496
926,Dakota,Minnesota,329.3001736,144.5313955,159.6314604,109.8281529,515,40812,28521.1,1.76,1.82,926,28521.1,0.6988495889638949
