Index,County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre,GW,Buffer,Unnamed: 0,original,weight
385,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,216,26338,26338.2,1.76,1.82,385,26338.2,1.0
386,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,217,43160,43160.1,1.76,1.82,386,43160.1,1.0
387,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,218,37743,5856.99,1.76,1.82,387,5856.99,0.1551800470495472
388,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,218,37743,31886.2,1.76,1.82,388,31886.2,0.8448199529504528
389,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,219,28867,11254.9,1.76,1.82,389,11254.9,0.389889458168352
390,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,219,28867,17612.0,1.76,1.82,390,17612.0,0.6101105418316479
391,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,220,16781,6922.9,1.76,1.82,391,6922.9,0.4125466527699067
392,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,220,16781,9857.99,1.76,1.82,392,9857.99,0.5874533472300932
393,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,221,12512,12511.8,1.76,1.82,393,12511.8,1.0
394,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,222,34113,1959.73,1.76,1.82,394,1959.73,0.05744766485574105
395,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,222,34113,9509.78,1.76,1.82,395,9509.78,0.278770368515984
396,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,222,34113,22643.8,1.76,1.82,396,22643.8,0.663781966628275
397,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,223,35284,2940.16,1.76,1.82,397,2940.16,0.08332799571932803
398,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,223,35284,7912.42,1.76,1.82,398,7912.42,0.2242483742005624
399,Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,223,35284,24431.6,1.76,1.82,399,24431.6,0.6924236300801095
400,Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,224,24234,191.69,1.76,1.82,400,191.69,0.007909964475515589
401,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,224,24234,24042.3,1.76,1.82,401,24042.3,0.9920900355244844
402,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,225,15897,15896.9,1.76,1.82,402,15896.9,1.0
403,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,226,30433,799.559,1.76,1.82,403,799.559,0.026272884844634543
404,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,226,30433,29633.3,1.76,1.82,404,29633.3,0.9737271151553656
405,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,227,15065,15064.7,1.76,1.82,405,15064.7,1.0
406,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,228,34612,237.193,1.76,1.82,406,237.19299999999998,0.006852913670703678
407,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,228,34612,6435.3,1.76,1.82,407,6435.3,0.1859268837827397
408,Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,228,34612,27939.5,1.76,1.82,408,27939.5,0.8072202025465566
409,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,229,26865,26864.7,1.76,1.82,409,26864.7,1.0
410,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,230,17174,8282.11,1.76,1.82,410,8282.11,0.4822349271562433
411,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,230,17174,8892.32,1.76,1.82,411,8892.32,0.5177650728437566
412,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,231,40793,14893.4,1.76,1.82,412,14893.4,0.3651014279585708
413,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,231,40793,25899.1,1.76,1.82,413,25899.1,0.6348985720414292
414,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,232,38965,38965.3,1.76,1.82,414,38965.3,1.0
415,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,233,29691,29691.2,1.76,1.82,415,29691.2,1.0
416,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,234,11404,11403.7,1.76,1.82,416,11403.7,1.0
417,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,235,21817,21817.2,1.76,1.82,417,21817.2,1.0
418,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,236,16411,717.382,1.76,1.82,418,717.382,0.043713532803826116
419,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,236,16411,15693.6,1.76,1.82,419,15693.6,0.956286467196174
420,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,237,18283,18282.8,1.76,1.82,420,18282.8,1.0
421,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,238,16031,1588.11,1.76,1.82,421,1588.11,0.09906487488935506
422,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,238,16031,14442.9,1.76,1.82,422,14442.9,0.9009351251106448
423,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,239,32663,32662.9,1.76,1.82,423,32662.9,1.0
424,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,240,23901,5816.95,1.76,1.82,424,5816.95,0.24337328226229896
425,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,240,23901,18084.4,1.76,1.82,425,18084.4,0.756626717737701
426,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,241,25165,94.5052,1.76,1.82,426,94.5052,0.003755361745576026
427,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,241,25165,25070.9,1.76,1.82,427,25070.9,0.996244638254424
428,Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,242,19401,7341.64,1.76,1.82,428,7341.64,0.3784108644602098
429,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,242,19401,12059.6,1.76,1.82,429,12059.6,0.6215891355397902
430,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,243,11037,11036.9,1.76,1.82,430,11036.9,1.0
431,Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,244,12968,12967.8,1.76,1.82,431,12967.8,1.0
432,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,245,36106,3443.51,1.76,1.82,432,3443.51,0.0953718146709592
433,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,245,36106,8632.65,1.76,1.82,433,8632.65,0.2390907811852603
434,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,245,36106,10045.0,1.76,1.82,434,10045.0,0.2782073751404192
435,Pipestone,Minnesota,267.8004805,83.15411974,98.08475516,48.14708642,245,36106,13985.0,1.76,1.82,435,13985.0,0.3873300290033612
436,Pipestone,Minnesota,267.8004805,83.15411974,98.08475516,48.14708642,246,32167,2743.4,1.76,1.82,436,2743.4,0.08528724990743501
437,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,246,32167,3885.29,1.76,1.82,437,3885.29,0.12078650550151568
438,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,246,32167,25537.9,1.76,1.82,438,25537.9,0.7939262445910492
439,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,247,15299,1784.04,1.76,1.82,439,1784.04,0.11661200056997413
440,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,247,15299,13514.9,1.76,1.82,440,13514.9,0.8833879994300259
441,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,248,14783,14782.6,1.76,1.82,441,14782.6,1.0
442,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,249,13198,13197.6,1.76,1.82,442,13197.6,1.0
443,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,250,17475,17475.3,1.76,1.82,443,17475.3,1.0
444,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,251,16633,5472.2,1.76,1.82,444,5472.2,0.32899261717528794
445,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,251,16633,11161.0,1.76,1.82,445,11161.0,0.6710073828247121
446,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,252,27071,27071.4,1.76,1.82,446,27071.4,1.0
447,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,253,11960,11959.9,1.76,1.82,447,11959.9,1.0
448,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,254,12996,12996.0,1.76,1.82,448,12996.0,1.0
449,Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,255,28182,2791.05,1.76,1.82,449,2791.05,0.09903679482789517
450,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,255,28182,25390.9,1.76,1.82,450,25390.9,0.9009632051721048
451,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,256,10868,10867.7,1.76,1.82,451,10867.7,1.0
452,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,257,15656,15656.5,1.76,1.82,452,15656.5,1.0
453,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,258,20339,20338.7,1.76,1.82,453,20338.7,1.0
454,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,259,14507,3120.16,1.76,1.82,454,3120.16,0.21507724461576214
455,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,259,14507,11387.0,1.76,1.82,455,11387.0,0.7849227553842378
456,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,260,11468,3619.54,1.76,1.82,456,3619.54,0.3156329681292271
457,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,260,11468,7848.02,1.76,1.82,457,7848.02,0.6843670318707729
458,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,261,27248,188.634,1.76,1.82,458,188.63400000000001,0.006922746459484608
459,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,261,27248,27059.8,1.76,1.82,459,27059.8,0.9930772535405156
460,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,262,14636,6124.45,1.76,1.82,460,6124.45,0.41845393860302393
461,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,262,14636,8511.45,1.76,1.82,461,8511.45,0.5815460613969761
462,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,263,13943,3684.6,1.76,1.82,462,3684.6,0.2642711135018827
463,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,263,13943,10257.9,1.76,1.82,463,10257.9,0.7357288864981173
464,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,264,14049,14049.1,1.76,1.82,464,14049.1,1.0
465,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,265,23193,875.367,1.76,1.82,465,875.367,0.037742240786206464
466,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,265,23193,3512.83,1.76,1.82,466,3512.83,0.15145884606229118
467,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,265,23193,18805.1,1.76,1.82,467,18805.1,0.8107989131515023
468,Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,266,18405,223.721,1.76,1.82,468,223.72099999999998,0.01215549906462516
469,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,266,18405,18181.2,1.76,1.82,469,18181.2,0.9878445009353748
470,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,267,15027,15026.8,1.76,1.82,470,15026.8,1.0
471,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,268,22130,22130.5,1.76,1.82,471,22130.5,1.0
472,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,269,18969,18968.9,1.76,1.82,472,18968.9,1.0
473,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,270,16824,16823.6,1.76,1.82,473,16823.6,1.0
474,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,271,7935,52.1835,1.76,1.82,474,52.1835,0.006576724004132043
475,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,271,7935,7882.39,1.76,1.82,475,7882.39,0.9934232759958679
476,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,272,17905,17904.9,1.76,1.82,476,17904.9,1.0
477,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,273,14364,14364.1,1.76,1.82,477,14364.1,1.0
478,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,274,13745,13744.8,1.76,1.82,478,13744.8,1.0
479,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,275,17229,17229.4,1.76,1.82,479,17229.4,1.0
480,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,276,13046,13046.2,1.76,1.82,480,13046.2,1.0
481,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,277,14300,328.798,1.76,1.82,481,328.798,0.02299238799079572
482,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,277,14300,13971.5,1.76,1.82,482,13971.5,0.9770076120092044
483,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,278,21573,21572.8,1.76,1.82,483,21572.8,1.0
484,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,279,12927,80.4043,1.76,1.82,484,80.4043,0.0062200154141376935
485,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,279,12927,12846.3,1.76,1.82,485,12846.3,0.9937799845858624
486,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,280,14883,7382.83,1.76,1.82,486,7382.83,0.4960415870202486
487,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,280,14883,7500.66,1.76,1.82,487,7500.66,0.5039584129797514
488,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,281,12726,7.78285,1.76,1.82,488,7.78285,0.0006115538435664228
489,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,281,12726,6157.15,1.76,1.82,489,6157.15,0.4838110393898123
490,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,281,12726,6561.42,1.76,1.82,490,6561.42,0.5155774067666213
491,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,282,21303,1114.27,1.76,1.82,491,1114.27,0.052306588798493335
492,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,282,21303,2820.9,1.76,1.82,492,2820.9,0.13242002058896846
493,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,282,21303,5269.6,1.76,1.82,493,5269.6,0.2473680529248212
494,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,282,21303,12097.9,1.76,1.82,494,12097.9,0.5679053376877171
495,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,283,28506,6974.59,1.76,1.82,495,6974.59,0.2446753239463696
496,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,283,28506,21530.9,1.76,1.82,496,21530.9,0.7553246760536304
497,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,284,26963,137.69799999999998,1.76,1.82,497,137.69799999999998,0.005106901953995083
498,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,284,26963,5530.62,1.76,1.82,498,5530.62,0.20511796892332704
499,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,284,26963,21294.8,1.76,1.82,499,21294.8,0.7897751291226779
500,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,285,14510,14509.9,1.76,1.82,500,14509.9,1.0
501,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,286,14758,4503.47,1.76,1.82,501,4503.47,0.30515097739082825
502,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,286,14758,10254.7,1.76,1.82,502,10254.7,0.6948490226091717
503,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,287,10727,1945.0,1.76,1.82,503,1945.0,0.1813257757620111
504,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,287,10727,3752.21,1.76,1.82,504,3752.21,0.3498058555639978
505,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,287,10727,5029.34,1.76,1.82,505,5029.34,0.4688683686739912
506,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,288,14152,52.1931,1.76,1.82,506,52.1931,0.003688145674670137
507,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,288,14152,4883.72,1.76,1.82,507,4883.72,0.3451006128070576
508,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,288,14152,9215.67,1.76,1.82,508,9215.67,0.6512112415182723
509,Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,289,23631,385.43300000000005,1.76,1.82,509,385.43300000000005,0.01631083884320096
510,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,289,23631,8427.65,1.76,1.82,510,8427.65,0.3566431545220637
511,Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,289,23631,14817.4,1.76,1.82,511,14817.4,0.6270460066347353
512,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,290,30728,12417.6,1.76,1.82,512,12417.6,0.40410825164993947
513,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,290,30728,18310.8,1.76,1.82,513,18310.8,0.5958917483500604
514,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,291,12945,0.809959,1.76,1.82,514,0.809959,6.256775639712591e-05
515,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,291,12945,12944.5,1.76,1.82,515,12944.5,0.9999374322436028
516,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,292,15578,1858.54,1.76,1.82,516,1858.54,0.1193028268737234
517,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,292,15578,13719.8,1.76,1.82,517,13719.8,0.8806971731262766
518,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,293,34933,17425.5,1.76,1.82,518,17425.5,0.4988206129377615
519,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,293,34933,17507.9,1.76,1.82,519,17507.9,0.5011793870622384
520,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,294,16781,7110.63,1.76,1.82,520,7110.63,0.4237204002998554
521,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,294,16781,9670.79,1.76,1.82,521,9670.79,0.5762795997001445
522,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,295,21297,21296.5,1.76,1.82,522,21296.5,1.0
523,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,296,35285,1932.21,1.76,1.82,523,1932.21,0.05475992564569021
524,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,296,35285,33352.9,1.76,1.82,524,33352.9,0.9452400743543098
525,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,297,26890,26890.4,1.76,1.82,525,26890.4,1.0
526,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,298,17472,17472.2,1.76,1.82,526,17472.2,1.0
527,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,299,6174,15.6326,1.76,1.82,527,15.6326,0.002531995914624608
528,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,299,6174,6158.39,1.76,1.82,528,6158.39,0.9974680040853754
529,Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,300,30351,124.874,1.76,1.82,529,124.874,0.0041143677871960434
530,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,300,30351,4010.54,1.76,1.82,530,4010.54,0.1321398896908982
531,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,300,30351,26215.3,1.76,1.82,531,26215.3,0.8637457425219057
532,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,301,13929,13929.1,1.76,1.82,532,13929.1,1.0
533,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,302,10284,10284.1,1.76,1.82,533,10284.1,1.0
534,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,303,37783,9976.07,1.76,1.82,534,9976.07,0.2640333564740255
535,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,303,37783,27807.3,1.76,1.82,535,27807.3,0.7359666435259746
536,Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,304,31038,2612.32,1.76,1.82,536,2612.32,0.08416651845894907
537,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,304,31038,13577.8,1.76,1.82,537,13577.8,0.43746407573801005
538,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,304,31038,14847.4,1.76,1.82,538,14847.4,0.478369405803041
539,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,305,23536,9205.51,1.76,1.82,539,9205.51,0.3911228321077697
540,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,305,23536,14330.6,1.76,1.82,540,14330.6,0.6088771678922302
541,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,306,11402,0.00651599,1.76,1.82,541,0.00651599,5.714769831162833e-07
542,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,306,11402,1718.3,1.76,1.82,542,1718.3,0.15070141299920806
543,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,306,11402,9683.71,1.76,1.82,543,9683.71,0.8492980155238089
544,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,307,25356,553.506,1.76,1.82,544,553.506,0.021829143274373856
545,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,307,25356,8627.88,1.76,1.82,545,8627.88,0.3402659206478425
546,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,307,25356,16174.9,1.76,1.82,546,16174.9,0.6379049360777836
547,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,308,23244,23244.0,1.76,1.82,547,23244.0,1.0
548,Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,309,26753,7143.72,1.76,1.82,548,7143.72,0.2670208145351136
549,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,309,26753,19609.7,1.76,1.82,549,19609.7,0.7329791854648864
550,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,310,17225,17225.1,1.76,1.82,550,17225.1,1.0
551,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,311,21337,7.075760000000002,1.76,1.82,551,7.0757600000000025,0.00033161807548458565
552,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,311,21337,21330.0,1.76,1.82,552,21330.0,0.9996683819245156
553,Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,312,20946,8922.33,1.76,1.82,553,8922.33,0.425977762319693
554,Le Sueur,Minnesota,254.74384390000003,70.01571656,85.03506075,35.1184777,312,20946,12023.2,1.76,1.82,554,12023.2,0.574022237680307
555,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,313,28188,71.2015,1.76,1.82,555,71.2015,0.002525932702730254
556,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,313,28188,28117.0,1.76,1.82,556,28117.0,0.9974740672972696
557,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,314,36060,292.72,1.76,1.82,557,292.72,0.008117622328674964
558,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,314,36060,35767.1,1.76,1.82,558,35767.1,0.9918823776713249
559,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,315,17370,17370.3,1.76,1.82,559,17370.3,1.0
560,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,316,20537,20537.3,1.76,1.82,560,20537.3,1.0
561,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,317,15517,15516.5,1.76,1.82,561,15516.5,1.0
562,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,318,9530,12.8171,1.76,1.82,562,12.8171,0.001344982396944348
563,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,318,9530,9516.75,1.76,1.82,563,9516.75,0.9986550176030556
564,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,319,18473,4216.4,1.76,1.82,564,4216.4,0.22824786579259346
565,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,319,18473,14256.5,1.76,1.82,565,14256.5,0.7717521342074065
566,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,320,8929,8928.51,1.76,1.82,566,8928.51,1.0
567,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,321,30281,13502.4,1.76,1.82,567,13502.4,0.4459092620357589
568,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,321,30281,16778.2,1.76,1.82,568,16778.2,0.5540907379642411
569,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,322,9087,3461.17,1.76,1.82,569,3461.17,0.3809092509849669
570,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,322,9087,5625.43,1.76,1.82,570,5625.43,0.6190907490150331
571,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,323,10278,3137.3,1.76,1.82,571,3137.3,0.3052412410854146
572,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,323,10278,7140.8,1.76,1.82,572,7140.8,0.6947587589145854
573,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,324,17882,57.1981,1.76,1.82,573,57.1981,0.003198700461284146
574,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,324,17882,4745.47,1.76,1.82,574,4745.47,0.2653818409704182
575,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,324,17882,13079.0,1.76,1.82,575,13079.0,0.7314194585682977
576,Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,325,19358,1473.28,1.76,1.82,576,1473.28,0.07610750764029946
577,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,325,19358,17884.6,1.76,1.82,577,17884.6,0.9238924923597006
578,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,326,33168,3215.03,1.76,1.82,578,3215.03,0.09693276245544226
579,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,326,33168,12733.5,1.76,1.82,579,12733.5,0.3839134722619615
580,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,326,33168,17219.1,1.76,1.82,580,17219.1,0.5191537652825963
581,Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,327,11260,11259.7,1.76,1.82,581,11259.7,1.0
582,Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,328,23587,6237.14,1.76,1.82,582,6237.14,0.264433048259114
583,Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,328,23587,17349.7,1.76,1.82,583,17349.7,0.7355669517408859
